"","destination.plate","destination.row","destination.column","media.vol.ul"
"1142","32","H","2","240"
"1143","32","H","3","240"
"1144","32","H","4","240"
"1145","32","H","5","240"
"1146","32","H","6","240"
"1147","32","H","7","240"
"1148","32","H","8","240"
"1149","32","H","9","240"
"1150","32","H","10","240"
"1151","32","H","11","240"
"1152","32","H","12","240"
"1153","33","A","1","240"
"1154","33","A","2","240"
"1155","33","A","3","240"
"1156","33","A","4","240"
"1157","33","A","5","240"
"1158","33","A","6","240"
"1159","33","A","7","240"
"1160","33","A","8","240"
"1161","33","A","9","240"
"1162","33","A","10","240"
"1163","33","A","11","240"
"1164","33","A","12","240"
"1165","33","B","1","240"
"1166","33","B","12","240"
"1167","33","C","1","240"
"1168","33","C","12","240"
"1169","33","D","1","240"
"1170","33","D","12","240"
"1171","33","E","1","240"
"1172","33","E","12","240"
"1173","33","F","1","240"
"1174","33","F","12","240"
"1175","33","G","1","240"
"1176","33","G","12","240"
"1177","33","H","1","240"
"1178","33","H","2","240"
"1179","33","H","3","240"
"1180","33","H","4","240"
"1181","33","H","5","240"
"1182","33","H","6","240"
"1183","33","H","7","240"
"1184","33","H","8","240"
"1185","33","H","9","240"
"1186","33","H","10","240"
"1187","33","H","11","240"
"1188","33","H","12","240"
"1189","34","A","1","240"
"1190","34","A","2","240"
"1191","34","A","3","240"
"1192","34","A","4","240"
"1193","34","A","5","240"
"1194","34","A","6","240"
"1195","34","A","7","240"
"1196","34","A","8","240"
"1197","34","A","9","240"
"1198","34","A","10","240"
"1199","34","A","11","240"
"1200","34","A","12","240"
"1201","34","B","1","240"
"1202","34","B","12","240"
"1203","34","C","1","240"
"1204","34","C","12","240"
"1205","34","D","1","240"
"1206","34","D","12","240"
"1207","34","E","1","240"
"1208","34","E","12","240"
"1209","34","F","1","240"
"1210","34","F","12","240"
"1211","34","G","1","240"
"1212","34","G","12","240"
"1213","34","H","1","240"
"1214","34","H","2","240"
"1215","34","H","3","240"
"1216","34","H","4","240"
"1217","34","H","5","240"
"1218","34","H","6","240"
"1219","34","H","7","240"
"1220","34","H","8","240"
"1221","34","H","9","240"
"1222","34","H","10","240"
"1223","34","H","11","240"
"1224","34","H","12","240"
"1225","35","A","1","240"
"1226","35","A","2","240"
"1227","35","A","3","240"
"1228","35","A","4","240"
"1229","35","A","5","240"
"1230","35","A","6","240"
"1231","35","A","7","240"
"1232","35","A","8","240"
"1233","35","A","9","240"
"1234","35","A","10","240"
"1235","35","A","11","240"
"1236","35","A","12","240"
"1237","35","B","1","240"
"1238","35","B","12","240"
"1239","35","C","1","240"
"1240","35","C","12","240"
"1241","35","D","1","240"
"1242","35","D","12","240"
"1243","35","E","1","240"
"1244","35","E","12","240"
"1245","35","F","1","240"
"1246","35","F","12","240"
"1247","35","G","1","240"
"1248","35","G","12","240"
"1249","35","H","1","240"
"1250","35","H","2","240"
"1251","35","H","3","240"
"1252","35","H","4","240"
"1253","35","H","5","240"
"1254","35","H","6","240"
"1255","35","H","7","240"
"1256","35","H","8","240"
"1257","35","H","9","240"
"1258","35","H","10","240"
"1259","35","H","11","240"
"1260","35","H","12","240"
"1261","36","A","1","240"
"1262","36","A","2","240"
"1263","36","A","3","240"
"1264","36","A","4","240"
"1265","36","A","5","240"
"1266","36","A","6","240"
"1267","36","A","7","240"
"1268","36","A","8","240"
"1269","36","A","9","240"
"1270","36","A","10","240"
"1271","36","A","11","240"
"1272","36","A","12","240"
"1273","36","B","1","240"
"1274","36","B","12","240"
"1275","36","C","1","240"
"1276","36","C","12","240"
"1277","36","D","1","240"
"1278","36","D","12","240"
"1279","36","E","1","240"
"1280","36","E","12","240"
"1281","36","F","1","240"
"1282","36","F","12","240"
"1283","36","G","1","240"
"1284","36","G","12","240"
"1285","36","H","1","240"
"1286","36","H","2","240"
"1287","36","H","3","240"
"1288","36","H","4","240"
"1289","36","H","5","240"
"1290","36","H","6","240"
"1291","36","H","7","240"
"1292","36","H","8","240"
"1293","36","H","9","240"
"1294","36","H","10","240"
"1295","36","H","11","240"
"1296","36","H","12","240"
"1297","37","A","1","240"
"1298","37","A","2","240"
"1299","37","A","3","240"
"1300","37","A","4","240"
"1301","37","A","5","240"
"1302","37","A","6","240"
"1303","37","A","7","240"
"1304","37","A","8","240"
"1305","37","A","9","240"
"1306","37","A","10","240"
"1307","37","A","11","240"
"1308","37","A","12","240"
"1309","37","B","1","240"
"1310","37","B","12","240"
"1311","37","C","1","240"
"1312","37","C","12","240"
"1313","37","D","1","240"
"1314","37","D","12","240"
"1315","37","E","1","240"
"1316","37","E","12","240"
"1317","37","F","1","240"
"1318","37","F","12","240"
"1319","37","G","1","240"
"1320","37","G","12","240"
"1321","37","H","1","240"
"1322","37","H","2","240"
"1323","37","H","3","240"
"1324","37","H","4","240"
"1325","37","H","5","240"
"1326","37","H","6","240"
"1327","37","H","7","240"
"1328","37","H","8","240"
"1329","37","H","9","240"
"1330","37","H","10","240"
"1331","37","H","11","240"
"1332","37","H","12","240"
"1333","38","A","1","240"
"1334","38","A","2","240"
"1335","38","A","3","240"
"1336","38","A","4","240"
"1337","38","A","5","240"
"1338","38","A","6","240"
"1339","38","A","7","240"
"1340","38","A","8","240"
"1341","38","A","9","240"
"1342","38","A","10","240"
"1343","38","A","11","240"
"1344","38","A","12","240"
"1345","38","B","1","240"
"1346","38","B","12","240"
"1347","38","C","1","240"
"1348","38","C","12","240"
"1349","38","D","1","240"
"1350","38","D","12","240"
"1351","38","E","1","240"
"1352","38","E","12","240"
"1353","38","F","1","240"
"1354","38","F","12","240"
"1355","38","G","1","240"
"1356","38","G","12","240"
"1357","38","H","1","240"
"1358","38","H","2","240"
"1359","38","H","3","240"
"1360","38","H","4","240"
"1361","38","H","5","240"
"1362","38","H","6","240"
"1363","38","H","7","240"
"1364","38","H","8","240"
"1365","38","H","9","240"
"1366","38","H","10","240"
"1367","38","H","11","240"
"1368","38","H","12","240"
"1369","39","A","1","240"
"1370","39","A","2","240"
"1371","39","A","3","240"
"1372","39","A","4","240"
"1373","39","A","5","240"
"1374","39","A","6","240"
"1375","39","A","7","240"
"1376","39","A","8","240"
"1377","39","A","9","240"
"1378","39","A","10","240"
"1379","39","A","11","240"
"1380","39","A","12","240"
"1381","39","B","1","240"
"1382","39","B","12","240"
"1383","39","C","1","240"
"1384","39","C","12","240"
"1385","39","D","1","240"
"1386","39","D","12","240"
"1387","39","E","1","240"
"1388","39","E","12","240"
"1389","39","F","1","240"
"1390","39","F","12","240"
"1391","39","G","1","240"
"1392","39","G","12","240"
"1393","39","H","1","240"
"1394","39","H","2","240"
"1395","39","H","3","240"
"1396","39","H","4","240"
"1397","39","H","5","240"
"1398","39","H","6","240"
"1399","39","H","7","240"
"1400","39","H","8","240"
"1401","39","H","9","240"
"1402","39","H","10","240"
"1403","39","H","11","240"
"1404","39","H","12","240"
"1405","40","A","1","240"
"1406","40","A","2","240"
"1407","40","A","3","240"
"1408","40","A","4","240"
"1409","40","A","5","240"
"1410","40","A","6","240"
"1411","40","A","7","240"
"1412","40","A","8","240"
"1413","40","A","9","240"
"1414","40","A","10","240"
"1415","40","A","11","240"
"1416","40","A","12","240"
"1417","40","B","1","240"
"1418","40","B","12","240"
"1419","40","C","1","240"
"1420","40","C","12","240"
"1421","40","D","1","240"
"1422","40","D","12","240"
"1423","40","E","1","240"
"1424","40","E","12","240"
"1425","40","F","1","240"
"1426","40","F","12","240"
"1427","40","G","1","240"
"1428","40","G","12","240"
"1429","40","H","1","240"
"1430","40","H","2","240"
"1431","40","H","3","240"
"1432","40","H","4","240"
"1433","40","H","5","240"
"1434","40","H","6","240"
"1435","40","H","7","240"
"1436","40","H","8","240"
"1437","40","H","9","240"
"1438","40","H","10","240"
"1439","40","H","11","240"
"1440","40","H","12","240"
"1441","41","A","1","240"
"1442","41","A","2","240"
"1443","41","A","3","240"
"1444","41","A","4","240"
"1445","41","A","5","240"
"1446","41","A","6","240"
"1447","41","A","7","240"
"1448","41","A","8","240"
"1449","41","A","9","240"
"1450","41","A","10","240"
"1451","41","A","11","240"
"1452","41","A","12","240"
"1453","41","B","1","240"
"1454","41","B","12","240"
"1455","41","C","1","240"
"1456","41","C","12","240"
"1457","41","D","1","240"
"1458","41","D","12","240"
"1459","41","E","1","240"
"1460","41","E","12","240"
"1461","41","F","1","240"
"1462","41","F","12","240"
"1463","41","G","1","240"
"1464","41","G","12","240"
"1465","41","H","1","240"
"1466","41","H","2","240"
"1467","41","H","3","240"
"1468","41","H","4","240"
"1469","41","H","5","240"
"1470","41","H","6","240"
"1471","41","H","7","240"
"1472","41","H","8","240"
"1473","41","H","9","240"
"1474","41","H","10","240"
"1475","41","H","11","240"
"1476","41","H","12","240"
"1477","42","A","1","240"
"1478","42","A","2","240"
"1479","42","A","3","240"
"1480","42","A","4","240"
"1481","42","A","5","240"
"1482","42","A","6","240"
"1483","42","A","7","240"
"1484","42","A","8","240"
"1485","42","A","9","240"
"1486","42","A","10","240"
"1487","42","A","11","240"
"1488","42","A","12","240"
"1489","42","B","1","240"
"1490","42","B","12","240"
"1491","42","C","1","240"
"1492","42","C","12","240"
"1493","42","D","1","240"
"1494","42","D","12","240"
"1495","42","E","1","240"
"1496","42","E","12","240"
"1497","42","F","1","240"
"1498","42","F","12","240"
"1499","42","G","1","240"
"1500","42","G","12","240"
"1501","42","H","1","240"
"1502","42","H","2","240"
"1503","42","H","3","240"
"1504","42","H","4","240"
"1505","42","H","5","240"
"1506","42","H","6","240"
"1507","42","H","7","240"
"1508","42","H","8","240"
"1509","42","H","9","240"
"1510","42","H","10","240"
"1511","42","H","11","240"
"1512","42","H","12","240"
"1513","43","A","1","240"
"1514","43","A","2","240"
"1515","43","A","3","240"
"1516","43","A","4","240"
"1517","43","A","5","240"
"1518","43","A","6","240"
"1519","43","A","7","240"
"1520","43","A","8","240"
"1521","43","A","9","240"
"1522","43","A","10","240"
"1523","43","A","11","240"
"1524","43","A","12","240"
"1525","43","B","1","240"
"1526","43","B","12","240"
"1527","43","C","1","240"
"1528","43","C","12","240"
"1529","43","D","1","240"
"1530","43","D","12","240"
"1531","43","E","1","240"
"1532","43","E","12","240"
"1533","43","F","1","240"
"1534","43","F","12","240"
"1535","43","G","1","240"
"1536","43","G","12","240"
"1537","43","H","1","240"
"1538","43","H","2","240"
"1539","43","H","3","240"
"1540","43","H","4","240"
"1541","43","H","5","240"
"1542","43","H","6","240"
"1543","43","H","7","240"
"1544","43","H","8","240"
"1545","43","H","9","240"
"1546","43","H","10","240"
"1547","43","H","11","240"
"1548","43","H","12","240"
"1549","44","A","1","240"
"1550","44","A","2","240"
"1551","44","A","3","240"
"1552","44","A","4","240"
"1553","44","A","5","240"
"1554","44","A","6","240"
"1555","44","A","7","240"
"1556","44","A","8","240"
"1557","44","A","9","240"
"1558","44","A","10","240"
"1559","44","A","11","240"
"1560","44","A","12","240"
"1561","44","B","1","240"
"1562","44","B","12","240"
"1563","44","C","1","240"
"1564","44","C","12","240"
"1565","44","D","1","240"
"1566","44","D","12","240"
"1567","44","E","1","240"
"1568","44","E","12","240"
"1569","44","F","1","240"
"1570","44","F","12","240"
"1571","44","G","1","240"
"1572","44","G","12","240"
"1573","44","H","1","240"
"1574","44","H","2","240"
"1575","44","H","3","240"
"1576","44","H","4","240"
"1577","44","H","5","240"
"1578","44","H","6","240"
"1579","44","H","7","240"
"1580","44","H","8","240"
"1581","44","H","9","240"
"1582","44","H","10","240"
"1583","44","H","11","240"
"1584","44","H","12","240"
"1585","45","A","1","240"
"1586","45","A","2","240"
"1587","45","A","3","240"
"1588","45","A","4","240"
"1589","45","A","5","240"
"1590","45","A","6","240"
"1591","45","A","7","240"
"1592","45","A","8","240"
"1593","45","A","9","240"
"1594","45","A","10","240"
"1595","45","A","11","240"
"1596","45","A","12","240"
"1597","45","B","1","240"
"1598","45","B","12","240"
"1599","45","C","1","240"
"1600","45","C","12","240"
"1601","45","D","1","240"
"1602","45","D","12","240"
"1603","45","E","1","240"
"1604","45","E","12","240"
"1605","45","F","1","240"
"1606","45","F","12","240"
"1607","45","G","1","240"
"1608","45","G","12","240"
"1609","45","H","1","240"
"1610","45","H","2","240"
"1611","45","H","3","240"
"1612","45","H","4","240"
"1613","45","H","5","240"
"1614","45","H","6","240"
"1615","45","H","7","240"
"1616","45","H","8","240"
"1617","45","H","9","240"
"1618","45","H","10","240"
"1619","45","H","11","240"
"1620","45","H","12","240"
"1621","46","A","1","240"
"1622","46","A","2","240"
"1623","46","A","3","240"
"1624","46","A","4","240"
"1625","46","A","5","240"
"1626","46","A","6","240"
"1627","46","A","7","240"
"1628","46","A","8","240"
"1629","46","A","9","240"
"1630","46","A","10","240"
"1631","46","A","11","240"
"1632","46","A","12","240"
"1633","46","B","1","240"
"1634","46","B","12","240"
"1635","46","C","1","240"
"1636","46","C","12","240"
"1637","46","D","1","240"
"1638","46","D","12","240"
"1639","46","E","1","240"
"1640","46","E","12","240"
"1641","46","F","1","240"
"1642","46","F","12","240"
"1643","46","G","1","240"
"1644","46","G","12","240"
"1645","46","H","1","240"
"1646","46","H","2","240"
"1647","46","H","3","240"
"1648","46","H","4","240"
"1649","46","H","5","240"
"1650","46","H","6","240"
"1651","46","H","7","240"
"1652","46","H","8","240"
"1653","46","H","9","240"
"1654","46","H","10","240"
"1655","46","H","11","240"
"1656","46","H","12","240"
"1657","47","A","1","240"
"1658","47","A","2","240"
"1659","47","A","3","240"
"1660","47","A","4","240"
"1661","47","A","5","240"
"1662","47","A","6","240"
"1663","47","A","7","240"
"1664","47","A","8","240"
"1665","47","A","9","240"
"1666","47","A","10","240"
"1667","47","A","11","240"
"1668","47","A","12","240"
"1669","47","B","1","240"
"1670","47","B","12","240"
"1671","47","C","1","240"
"1672","47","C","12","240"
"1673","47","D","1","240"
"1674","47","D","12","240"
"1675","47","E","1","240"
"1676","47","E","12","240"
"1677","47","F","1","240"
"1678","47","F","12","240"
"1679","47","G","1","240"
"1680","47","G","12","240"
"1681","47","H","1","240"
"1682","47","H","2","240"
"1683","47","H","3","240"
"1684","47","H","4","240"
"1685","47","H","5","240"
"1686","47","H","6","240"
"1687","47","H","7","240"
"1688","47","H","8","240"
"1689","47","H","9","240"
"1690","47","H","10","240"
"1691","47","H","11","240"
"1692","47","H","12","240"
"1693","48","A","1","240"
"1694","48","A","2","240"
"1695","48","A","3","240"
"1696","48","A","4","240"
"1697","48","A","5","240"
"1698","48","A","6","240"
"1699","48","A","7","240"
"1700","48","A","8","240"
"1701","48","A","9","240"
"1702","48","A","10","240"
"1703","48","A","11","240"
"1704","48","A","12","240"
"1705","48","B","1","240"
"1706","48","B","12","240"
"1707","48","C","1","240"
"1708","48","C","12","240"
"1709","48","D","1","240"
"1710","48","D","12","240"
"1711","48","E","1","240"
"1712","48","E","12","240"
"1713","48","F","1","240"
"1714","48","F","12","240"
"1715","48","G","1","240"
"1716","48","G","12","240"
"1717","48","H","1","240"
"1718","48","H","2","240"
"1719","48","H","3","240"
"1720","48","H","4","240"
"1721","48","H","5","240"
"1722","48","H","6","240"
"1723","48","H","7","240"
"1724","48","H","8","240"
"1725","48","H","9","240"
"1726","48","H","10","240"
"1727","48","H","11","240"
"1728","48","H","12","240"
"1729","49","A","1","240"
"1730","49","A","2","240"
"1731","49","A","3","240"
"1732","49","A","4","240"
"1733","49","A","5","240"
"1734","49","A","6","240"
"1735","49","A","7","240"
"1736","49","A","8","240"
"1737","49","A","9","240"
"1738","49","A","10","240"
"1739","49","A","11","240"
"1740","49","A","12","240"
"1741","49","B","1","240"
"1742","49","B","12","240"
"1743","49","C","1","240"
"1744","49","C","12","240"
"1745","49","D","1","240"
"1746","49","D","12","240"
"1747","49","E","1","240"
"1748","49","E","12","240"
"1749","49","F","1","240"
"1750","49","F","12","240"
"1751","49","G","1","240"
"1752","49","G","12","240"
"1753","49","H","1","240"
"1754","49","H","2","240"
"1755","49","H","3","240"
"1756","49","H","4","240"
"1757","49","H","5","240"
"1758","49","H","6","240"
"1759","49","H","7","240"
"1760","49","H","8","240"
"1761","49","H","9","240"
